,Score,Stem,Tf,Type,Word
0,5.61213435217063,labour,231,common,labour
1,5.171423305000791,autom,223,common,automation
2,4.798603354254244,organiz,128,common,organizational
3,4.6470534561270425,citat,110,common,citation
4,4.304883198391192,mobil,125,common,mobility
5,4.280590505822148,global,61,common,global
6,4.170970780804925,robot,41,common,robots
7,4.166080795510733,ascrib,68,common,ascribed
8,4.120960360230264,marx,104,common,marx
9,4.068316626744841,overtim,37,common,overtime
10,4.040917652556727,cast,36,common,caste
11,4.019864243358895,feedback,47,common,feedback
12,3.9837592387167784,marxist,34,common,marxist
13,3.9837592387167784,behaviour,34,common,behaviour
14,3.9539062755670975,portal,33,common,portal
15,3.927588967249724,hr,75,common,hr
16,3.9231346169003434,socioeconom,32,common,socioeconomic
17,3.8913859185857635,reproduct,62,common,reproduction
18,3.8751253977139832,capitalist,61,common,capitalist
19,3.8696459319493575,hierarchi,91,common,hierarchy
20,3.8585960957627723,affili,40,common,affiliation
21,3.8585960957627723,interact,30,common,interactions
22,3.807302801375222,psycholog,133,common,psychology
23,3.807302801375222,research,38,common,researchers
24,3.7154952521220994,trait,26,common,trait
25,3.6842427086179947,rank,42,common,ranking
26,3.646752099702496,motiv,89,common,motivation
27,3.57638920319908,capit,641,common,capital
28,3.5648349772346095,accumul,82,common,accumulation
29,3.562545773640475,orient,119,common,orientation
30,3.548441167458933,attain,66,common,attainment
31,3.53701247163531,conceptu,29,common,conceptual
32,3.5019211518240403,control,21,common,controllers
33,3.4888490702566872,occup,76,common,occupational
34,3.3922222345676154,domin,69,common,dominance
35,3.3805602948197726,non,62,common,non
36,3.347770471996782,rank,24,common,ranked
37,3.347770471996782,subordin,36,common,subordinate
38,3.347770471996782,wealth,132,common,wealth
39,3.3207290591164766,cognit,55,specific,
40,3.3052108575779857,environ,23,common,environments
41,3.2906120581568334,kinship,17,common,kinship
42,3.2906120581568334,occup,17,common,occupations
43,3.2906120581568334,resourc,51,common,resource
44,3.1654489152028273,proletariat,15,common,proletariat
45,3.1654489152028273,asset,25,common,asset
46,3.141638266509109,econom,83,common,economics
47,3.0964560437158757,coeffici,14,common,coefficient
48,3.0964560437158757,cue,14,common,cues
49,3.0964560437158757,interperson,14,common,interpersonal
50,3.07583675651314,commod,32,common,commodity
51,3.0520377522678337,statu,433,common,status
52,3.022348071562154,correl,13,common,correlated
53,3.022348071562154,perspect,13,common,perspectives
54,3.022348071562154,behavior,13,common,behavioral
55,3.011298235375569,capit,60,common,capitalism
56,3.002929985705052,reward,17,common,rewards
57,2.9910955280580493,exploit,21,common,exploitation
58,2.964778219740676,outcom,45,common,outcomes
59,2.9423053638886176,trait,24,common,traits
60,2.9423053638886176,economist,20,common,economists
61,2.9423053638886176,comput,20,common,computers
62,2.9423053638886176,psychologist,44,common,psychologists
63,2.9423053638886176,scarciti,12,common,scarcity
64,2.8552939868989875,stratum,11,common,stratum
65,2.8552939868989875,complianc,22,common,compliance
66,2.8552939868989875,intang,22,common,intangible
67,2.8552939868989875,citizenship,11,common,citizenship
68,2.8552939868989875,self,143,common,self
69,2.8456785281995454,corpor,69,common,corporate
70,2.836944848230791,templat,18,common,template
71,2.8289766785816144,particip,25,common,participants
72,2.788154684061359,environment,24,common,environmental
73,2.788154684061359,innov,24,common,innovation
74,2.7797864343908425,psychologist,34,common,psychologist
75,2.734665999110373,focus,39,common,focused
76,2.7301308439449814,interact,55,common,interaction
77,2.7287312635905585,ethnic,42,common,ethnic
78,2.7191618125744075,addit,16,common,additionally
79,2.704633712011498,asset,41,common,assets
80,2.690990935607711,karl,28,common,karl
81,2.6727233330804543,individu,223,common,individuals
82,2.6546232914368364,implement,9,common,implementing
83,2.6546232914368364,motiv,9,common,motivates
84,2.6546232914368364,refer,54,common,refers
85,2.6546232914368364,ensur,24,common,ensure
86,2.6546232914368364,enhanc,15,common,enhance
87,2.6120636770180408,murray,23,common,murray
88,2.5856304199498847,esteem,14,common,esteem
89,2.5593131116325116,kong,30,common,kong
90,2.554539832879854,recruit,19,common,recruitment
91,2.54926277577901,retriev,27,common,retrieved
